"tconst","averageRating","numVotes"
"tt20600078",8,1025
"tt20601618",1.5,10
"tt20601626",7.8,213
"tt20602000",7.9,12
"tt20602042",6.5,2181
"tt20602792",7.8,43
"tt20602820",7.8,278
"tt20603062",8,24
"tt20603126",7.9,16
"tt20603316",7.7,360
"tt20603710",8.1,10
"tt20603756",6.3,46
"tt20606436",5.3,6
"tt20606446",3.6,134
"tt20606552",4.2,72
"tt20649348",7.8,6
"tt20667598",7.6,11
"tt20672760",7.4,28
"tt20673854",5.2,739
"tt20673890",8.2,17
"tt20673906",6.9,24
"tt20674124",5.9,475
"tt20674440",6.5,160
"tt20697956",7.3,299
"tt20715436",9.1,9
"tt20719540",8.4,5
"tt20719618",6.4,24
"tt20719694",8.9,18
"tt20722204",9.7,20
"tt20722604",9.4,7
"tt20722888",8,14
"tt20723092",4.7,14
"tt20723196",6.4,47
"tt20723244",5.8,11
"tt20723358",6.7,754
"tt20723374",8.2,28644
"tt20723812",7.8,78
"tt20723826",7.4,964
"tt20724948",4.6,11
"tt20724990",7.1,141
"tt20724996",8.6,9
"tt20732336",7.1,20
"tt20737440",9.3,29
"tt20751132",6.9,67
"tt20753964",8.3,1172
"tt20754208",5.1,55
"tt20754608",4.8,39
"tt20754704",6.2,17
"tt20754880",5,17
"tt20755454",6.7,138
"tt20758104",8.6,173
"tt20758186",6.8,18
"tt20758292",7.6,84
"tt20765054",7.3,37
"tt20765192",4.7,24
"tt20765194",6.6,130
"tt20765238",7.1,327
"tt20765316",7.5,35
"tt20765320",6.1,601
"tt20765740",6.6,26
"tt20766238",8.5,6
"tt20766466",8.1,63
"tt20766560",6.7,147
"tt20766864",7.8,8
"tt20769002",6.8,62
"tt20769560",9.1,58
"tt20770058",8.8,15
"tt20770542",6.9,373
"tt20770974",7.4,443
"tt20771198",8.4,11
"tt20771202",7,8
"tt20771984",6.4,7
"tt20772104",6.7,74
"tt2077823",7.6,26752
"tt20778280",8.6,13
"tt20779822",8.8,6299
"tt20781572",7.4,9
"tt20783908",6,107
"tt20784064",7.1,346
"tt20784208",7.9,7
"tt20784586",6.2,17
"tt20827706",6.5,15
"tt20833168",6.3,1100
"tt20833282",8.6,36
"tt20833440",7.6,71
"tt20833496",6.8,27
"tt20833542",6.9,190
"tt20835030",8.1,21
"tt20835040",8.6,10
"tt20835764",6.7,723
"tt20838464",6.9,45
"tt20848636",6.9,70
"tt20850260",8.7,23
"tt20852220",7.6,147
"tt20852668",7.6,960
"tt20854158",6.4,16
"tt20854190",7.2,516
"tt20854304",6.8,18
"tt20854604",8.3,43
"tt20855288",8.8,182
"tt20856096",8.4,15
"tt20857432",8.4,1927
"tt20858520",7.1,15
"tt20859150",5.4,157
"tt20859734",6.5,115
"tt20859776",9.2,12
"tt20859904",8.5,2526
"tt20859908",5.8,19
"tt20859920",8.8,11958
"tt20859930",6.6,45
"tt20860338",6.9,361
"tt20860484",8.3,91
"tt20860826",7.5,10
"tt20861044",5.5,18
"tt20863294",8.5,322
"tt20864534",8.7,16
"tt20865878",8.4,9
"tt20866202",7.8,12168
"tt20867006",7.3,20
"tt20867578",8.3,7
"tt20869502",8.7,20310
"tt20869584",7.3,1108
"tt20870304",5.1,23
"tt20871052",8,751
"tt20871054",5.2,47
"tt20871248",2.6,6
"tt20871528",8.1,118
"tt20871864",7.7,34
"tt20872908",9.1,33
"tt20872936",7.2,997
"tt20873118",8.2,8633
"tt20873544",8,5
"tt20874086",7.5,71
"tt20876754",8.6,16
"tt20877510",8.4,5
"tt20877972",6.6,1943
"tt20880240",8.2,6
"tt20880468",4.9,27
"tt20880480",8.1,8
"tt20880668",7.6,32
"tt20880840",7.5,11
"tt20881062",9,27
"tt20881410",8,18
"tt20881450",8.8,13
"tt20883058",9,402
"tt20887486",7.1,354
"tt20889710",8.7,6
"tt20899524",7.2,36
"tt20902398",8.1,79
"tt20912854",8,63
"tt20912954",8.7,14
"tt20913494",6.8,13
"tt20916366",8.4,18
"tt20916800",8.4,1889
"tt20916926",6.9,67
"tt20918594",7,1244
"tt20918830",7,92
"tt20978970",8.5,728
"tt2099034",7.3,9730
"tt21000742",8.3,20
"tt21001320",6.8,49
"tt21001730",7.5,108
"tt21002268",5.6,10
"tt21025668",6.6,15
"tt21028634",8.9,31
"tt21028728",8.7,7
"tt21029536",6.6,112
"tt21029674",7.2,330
"tt21029718",6.1,74
"tt21029836",8.4,6
"tt21030032",8.7,3908
"tt21030132",6.3,366
"tt21030224",7,1106
"tt21030356",7.6,7
"tt21030376",7.8,7
"tt21030564",6.9,14
"tt21031054",6.4,3265
"tt21031538",6.9,110
"tt21032372",7.4,5
"tt21034398",8.8,42
"tt21034446",8.8,31
"tt21034472",9.4,9
"tt21034492",5.6,153
"tt21034558",8.1,28
"tt21035186",9,5
"tt21035664",6.1,144
"tt21036140",8.2,25
"tt21036240",9.5,78
"tt21036670",6.2,6
"tt21037112",9.1,19
"tt21038128",7.6,5
"tt21038426",6.1,29
"tt21038616",5.9,75
"tt21038668",8.6,8
"tt21039836",6.9,15
"tt21040392",8.8,41
"tt21042162",6.6,37
"tt21042652",7.8,36
"tt21042930",5.2,14
"tt21043326",6.4,598
"tt21045744",6.9,211
"tt21045856",6.6,51
"tt21045960",7.6,14
"tt21046402",6,22
"tt21047514",8.7,86
"tt21047520",7.1,18
"tt21047550",8.7,9
"tt21047992",5.8,41
"tt21048926",7,140
"tt21049186",7.3,1335
"tt21050232",8.1,91
"tt21051904",7.6,412
"tt21051942",6.3,46
"tt21052740",9.8,9
"tt21052946",7,22
"tt21052970",9.4,8
"tt21053544",6.6,67
"tt21054064",6.6,58
"tt21054088",7,259
"tt21054162",5.7,15
"tt21054726",7.1,10
"tt21054984",8.8,8
"tt21057376",5,110
"tt21057450",7.6,4695
"tt21057886",5.4,397
"tt21057942",7,21
"tt21057982",5.9,22
"tt21058104",7.2,88
"tt21058238",4.3,242
"tt21058468",7.4,53
"tt21058888",6.4,49
"tt21059208",9.2,64
"tt21059494",9,11
"tt21059786",5.5,41
"tt21061648",5,5
"tt21062428",7.5,92
"tt21062486",7.9,10
"tt21064076",6.5,341
"tt21064598",6.9,559
"tt21066272",7.1,22
"tt21067182",7.3,25
"tt21067294",8.7,18
"tt21068346",8.2,201
"tt21068482",9.3,32
"tt21068736",9,8
"tt21071618",8.5,15
"tt21071940",6,268
"tt21072046",5.5,8
"tt21072674",8.7,7
"tt21073486",8.3,45
"tt21073492",7.5,11
"tt21073500",4.2,5
"tt21073654",7.4,20
"tt21073700",5.9,406
"tt21074114",9.1,14
"tt21074228",8.7,72
"tt21079510",7.3,7
"tt21080118",9.4,75
"tt21080148",7.3,18
"tt21080188",4.8,5
"tt21080234",8.1,16
"tt21080866",9.1,18
"tt21081006",6.3,263
"tt21081098",6.1,287
"tt21081184",7.6,7
"tt21086546",6.8,48
"tt21087044",8.3,60
"tt21087226",5.6,18
"tt21087266",6.7,38
"tt21087522",6.7,91
"tt21090188",9.2,8
"tt21090514",8,213
"tt21090778",6.6,7
"tt21092364",4.5,301
"tt21093732",8.7,37
"tt21093806",7.7,134
"tt21093840",5.4,12
"tt21094270",9.2,36
"tt21094564",4.1,10
"tt21094632",6.6,8
"tt21094690",7.9,11
"tt21095396",8.7,1955
"tt21095420",8.6,101
"tt21096646",8.8,6
"tt21096658",6.3,315
"tt21097042",3.9,17
"tt21097902",5.4,74
"tt21098584",4.9,82
"tt21098612",5.3,29
"tt21098666",6.7,44
"tt21098698",6.7,35
"tt21098718",5,24
"tt21098856",8.9,22
"tt21099128",7.9,15
"tt21100388",7,287
"tt21100404",6.8,116
"tt21101248",7,30
"tt21101866",6.4,58
"tt21102560",8.4,9
"tt21102618",6.9,66
"tt21102904",3.8,321
"tt21103602",8.5,375
"tt21103642",5.8,919
"tt21103686",5.2,197
"tt21103738",7.3,381
"tt21104384",7.1,73
"tt21104424",5.4,84
"tt21104478",6.7,24
"tt21104608",7.5,19
"tt21104632",7.7,172
"tt21104726",4.9,24
"tt21104890",7.3,1352
"tt21105044",6,299
"tt21105088",6.3,3020
"tt21107718",6.4,1093
"tt21107750",7.1,258
"tt21107776",5.5,691
"tt21107788",6.4,991
"tt21107826",5.8,261
"tt21108242",9.2,21
"tt21109090",6.7,36
"tt21109546",6.2,11
"tt21109624",7.1,12
"tt21110006",7.8,8
"tt21110034",4.4,37
"tt21110622",9,7
"tt21110754",8.8,17
"tt21111170",7.5,44
"tt21111596",5.6,10
"tt21112274",8.6,18
"tt21114720",6.4,595
"tt21116272",6.1,7
"tt21132302",8.2,289
"tt21142392",4.3,7
"tt21143150",8,21
"tt21145846",7.1,9
"tt21146902",7.5,772
"tt21147224",6.3,1373
"tt21147308",4.7,15
"tt21147342",6.2,176
"tt21148148",9.1,10
"tt21148234",7.9,8
"tt21148238",8.2,2102
"tt21148370",6.1,429
"tt21148510",7.7,12
"tt21149084",8,9
"tt21149092",7.8,60
"tt21149456",5.1,13
"tt21149774",6.9,143
"tt21151680",8,8
"tt21151700",7,7
"tt2115354",6.2,409
"tt21153826",6,7
"tt21154102",8.3,10
"tt21154914",3.9,124
"tt21155196",8.3,6
"tt21155406",8.1,147
"tt21155694",7.4,95
"tt21156806",4.5,46
"tt21157446",6.7,7
"tt21158380",8.2,14
"tt21160126",7.6,611
"tt21160314",5.5,6
"tt21160386",5.8,75
"tt21160436",6.2,67
"tt21160458",7.2,223
"tt21161156",7.4,3002
"tt21161772",9,95
"tt21162134",9.2,12
"tt21182322",6,11
"tt21185322",9.8,11
"tt21186282",7.5,20
"tt21186652",8,48
"tt21186834",6.6,30
"tt21188092",6.1,14
"tt21188158",7.2,21
"tt21189228",7.1,28
"tt21190394",6.2,35
"tt21192704",6.1,10
"tt21193360",3.8,64
"tt21193634",7.3,36
"tt21194344",4.2,51
"tt21194494",6.9,61
"tt21194680",5.8,147
"tt21194996",5.7,218
"tt21195012",5.4,16
"tt21195490",7.9,4393
"tt21195494",6.5,81
"tt21195532",5.2,570
"tt21195588",7,664
"tt21197084",7.4,288
"tt21197250",7.2,12
"tt21199128",7.4,10
"tt21199612",8.4,13
"tt21199976",9.2,96
"tt21200190",9.6,11
"tt21200262",6.7,10
"tt21200598",7.2,62
"tt21200646",5.7,14
"tt21200706",9,9
"tt21204640",7.3,42
"tt21204898",7.4,30
"tt21206624",8.1,21
"tt21206964",6.3,1067
"tt21209354",7.9,20
"tt21209378",6.2,62
"tt21209406",6.7,34
"tt21209804",7.8,1349
"tt21209936",9.3,284
"tt21209958",8.4,9
"tt21210326",7.6,1522
"tt21210862",9,13
"tt21210894",7.5,90
"tt21211104",7,12
"tt21211254",6.6,1134
"tt21211270",7.6,9
"tt21211890",6.8,17
"tt21214460",7.7,19
"tt21215372",7.8,8
"tt21215404",6.7,6
"tt21215628",4.6,8
"tt21216104",7.4,1236
"tt21216132",6.9,9
"tt21216406",7.7,37
"tt21216782",6.3,60
"tt21217158",6.9,10
"tt21217282",7.4,5
"tt21217550",7.7,10
"tt21217558",7.7,27
"tt21217736",7,1259
"tt21218474",6.9,65
"tt21220650",10,5
"tt21221166",9.7,18
"tt21221498",6,57
"tt21221856",8.3,122
"tt21221874",9.6,7
"tt21222278",7.2,495
"tt21223050",6.5,201
"tt21223450",7.2,40
"tt21223940",7.4,16
"tt21227972",8.6,16
"tt21228174",6.4,42
"tt21228928",8.8,30
"tt21229564",6.8,132
"tt21229918",2,9
"tt21230432",7.4,525
"tt21231002",9.2,7
"tt21231790",7.7,259
"tt21233692",8.6,263
"tt21235852",6,8
"tt21236756",8.5,14
"tt21237620",3.3,6
"tt21237634",6.4,303
"tt21238092",5.6,5
"tt21238350",8.4,19
"tt21238474",6.8,21
"tt21239132",6.9,24
"tt21239248",7.8,66
"tt21239422",8.7,7
"tt21240240",7,5
"tt21241550",7.8,11
"tt21241730",7.4,37
"tt21241992",8.5,44
"tt21243030",7.7,15
"tt21244528",6.8,27
"tt21244902",8.9,26
"tt21245504",6,14
"tt21245840",8.5,635
"tt21247138",6.1,64
"tt21247360",9.6,5
"tt21247744",9.4,5
"tt21248070",7.9,9
"tt21248160",7.5,19
"tt21248274",7,15
"tt21248344",7.8,7
"tt21248382",3.9,10
"tt21248600",6.6,79
"tt21248876",9.7,8
"tt21249100",7.2,932
"tt21249120",7.5,7
"tt21249214",2.1,15
"tt21249264",7.4,5
"tt21250022",5.6,6
"tt21252324",4.6,12
"tt21254096",6.5,24
"tt21254106",6.4,7
"tt21254134",7.2,5
"tt21257114",4.2,139
"tt21257260",7.9,49
"tt21257646",6.1,16
"tt21257866",8.1,16
"tt21259456",8.6,15
"tt21260378",7,70
"tt21260448",6.3,24
"tt21261242",7.4,5
"tt21261420",7.2,554
"tt21261534",7.5,20
"tt21261610",6.4,26
"tt21262484",7,9
"tt21262960",6.3,121
"tt21262994",6.8,59
"tt21263056",5.9,11
"tt21263178",7.2,4042
"tt21264922",8.8,34
"tt21264992",7.3,23
"tt21265050",7.3,13
"tt21265148",6.8,292
"tt21265298",6,261
"tt21265646",7.8,5
"tt21267394",7.8,184
"tt21267508",6.1,59
"tt21267694",8.8,4024
"tt21268566",6.8,80
"tt21268600",8.4,68
"tt21268616",5.7,246
"tt21268630",6.8,24
"tt21268648",8.9,45
"tt21270848",4.6,86
"tt21272252",7.1,3905
"tt21272398",7.4,80
"tt21272940",6.8,6
"tt21273072",8,5
"tt21275092",6.3,414
"tt21276084",6.9,11
"tt21277266",3,19
"tt21278500",6.3,175
"tt21278592",7.5,13
"tt21278628",9.5,34
"tt21279242",6,131
"tt21279302",7.4,29
"tt21279362",6.3,180
"tt21279638",5.4,446
"tt21279678",9.1,38413
"tt21280104",7.7,145
"tt21280214",8.1,954
"tt21282182",7.1,7
"tt21284006",6.8,6
"tt21285052",5.2,29
"tt21285700",8.3,282
"tt21285810",6.5,293
"tt21287056",6.6,23
"tt21287084",6.6,12
"tt21287130",9.2,5
"tt21287874",4.5,17
"tt21288672",5.2,29
"tt21289540",2.9,27
"tt21289566",8.3,84
"tt21289712",6.6,1262
"tt21292592",5.2,22
"tt21292748",4,8
"tt21293324",9.3,7
"tt21293644",3.9,137
"tt21294748",5.2,78
"tt21295726",4.6,14
"tt21296204",6.3,8
"tt21297294",7.8,161
"tt21298456",3.3,8
"tt21299334",6.8,10
"tt21299648",7,13
"tt21300968",5.8,10
"tt21301278",8.4,846
"tt21301782",7.9,16
"tt21304664",7,185
"tt21306334",5.4,104
"tt21307516",7.9,25
"tt21307620",7.9,7
"tt21308384",7.3,28
"tt21308450",6.5,6
"tt21308516",7.1,29
"tt21308714",4.6,590
"tt21308854",5.1,246
"tt21309446",8.7,7
"tt21310660",4.2,9
"tt21310676",4,28
"tt21312616",5.9,88
"tt21314206",6.9,10
"tt21314458",7.4,10
"tt21315194",6.7,5842
"tt21317738",7,46
"tt21317760",7.5,206
"tt21319534",7.4,66
"tt21320334",6.3,210
"tt21322416",7.9,697
"tt21325070",7.9,400
"tt21327312",5.1,47
"tt21327948",7,38
"tt21328654",6.4,621
"tt21328816",8,21
"tt21329138",8,51
"tt21330320",7.7,49
"tt21330926",7.4,14
"tt21331462",7.7,655
"tt21331866",8.1,38
"tt21331868",7.9,11
"tt21332158",6.3,32
"tt21332558",7.2,252
"tt21334750",8.6,24
"tt21335916",6.1,154
"tt21336712",6.8,21
"tt21336720",7.2,22
"tt21336744",6.9,28
"tt21336792",6.4,32
"tt21337664",7,404
"tt21338426",8.4,17
"tt21339080",5.7,49
"tt21339928",2.8,6
"tt21339948",4,9
"tt21340072",5.7,131
"tt21340132",7.1,94
"tt21340378",6.7,875
"tt21340756",7.9,9
"tt21341988",5.6,588
"tt21342052",6.7,438
"tt21342242",6.3,16
"tt21344124",8.9,11
"tt21344160",7.1,10
"tt21344566",9.1,17
"tt21344706",8.1,18592
"tt21345412",9.2,59
"tt21345778",8.7,31
"tt21345876",6.1,469
"tt21345894",7.1,64
"tt21345930",6,65
"tt21345944",6.7,658
"tt21345970",5.6,302
"tt21345982",7.1,159
"tt21346450",7.9,27
"tt21346476",6.3,23
"tt21346570",8.5,17
"tt21348724",9,7
"tt21348848",7.9,7
"tt21349568",8.2,1221
"tt21350900",7.8,39
"tt21352160",8.3,6
"tt21352768",7.8,20
"tt21353500",6.3,17
"tt21353620",7.9,32
"tt21353626",8.1,197
"tt21353896",8,8
"tt21355568",8.5,30
"tt21357558",9.2,35
"tt21357604",7.4,46
"tt21357612",5.6,10
"tt21357702",8.1,12
"tt21357988",7.9,19
"tt21358184",2.1,15
"tt21359746",8.2,64
"tt21360246",8.8,12
"tt21361262",9,10
"tt21363166",4.4,8
"tt21363224",9.1,22
"tt21364216",8.8,58
"tt21364448",3.8,14
"tt21365994",9.1,25
"tt21366490",8.3,61
"tt21369972",6.6,10
"tt21370386",9.2,8
"tt21370600",5.7,21
"tt21370880",7.5,2741
"tt21371010",8.9,8
"tt21371228",6.8,37
"tt21371292",5.3,97
"tt21371338",5.3,128
"tt21371376",5.2,95
"tt21371882",5.5,6
"tt21374802",4.2,5
"tt21376408",8.7,8
"tt21376524",6.5,2659
"tt21377502",6.7,171
"tt21378854",7.4,5
"tt21379442",7.1,10
"tt21382434",9.1,7
"tt21382846",8.2,6
"tt21383124",7.2,67
"tt21385714",6.8,382
"tt21387812",7.2,13
"tt21388142",4.7,6
"tt21390978",7.4,234
"tt21392956",8,40
"tt21397832",9,186
"tt21404498",8.7,21
"tt2140663",6.6,1111
"tt21407326",5.8,113
"tt21409542",1.8,28
"tt21410868",7.3,56
"tt21411166",8,504
"tt21411692",5.6,12
"tt21412978",6.9,61
"tt21413688",7.2,13
"tt21415948",5.6,6
"tt21416740",7.2,15
"tt21416878",8.2,9
"tt21417256",6.8,110
"tt21419230",6.2,47
"tt21419812",4.3,33
"tt21420084",8.8,35
"tt21420894",7.9,54
"tt21421752",7,27
"tt21423436",7.2,238
"tt21423786",7.9,616
"tt21424426",5.8,46
"tt21424948",5.6,9
"tt21425136",7.9,21
"tt21425934",6.2,229
"tt21426508",9.5,10
"tt21426704",7.3,393
"tt21426914",8.2,23
"tt21427390",6.1,38
"tt21429096",5.6,14
"tt21429232",2.8,5
"tt21431154",8.2,103
"tt21432090",5,478
"tt21435250",6.1,372
"tt21435568",6.3,87
"tt21436040",8.9,14
"tt21436908",8,11
"tt21437602",7.8,116
"tt21438334",7.2,13
"tt21438906",8,223
"tt21439002",4.2,23
"tt21439566",6.5,73
"tt21439860",1.9,11
"tt21440910",7.1,9
"tt21441138",6.8,36
"tt21441266",8.4,228
"tt21441286",8.6,433
"tt21441354",8,17
"tt21441368",5,30
"tt21441628",7,210
"tt21443848",7.1,39
"tt21445128",9.4,8
"tt21445218",5.4,153
"tt21445928",6.8,41
"tt21446248",8.9,7
"tt21446718",9.4,7
"tt21446738",6.6,35
"tt21448384",7.8,115
"tt21448608",6.4,724
"tt21450424",4.8,11
"tt21451756",7.4,24
"tt21477594",7.9,52
"tt21478170",6.2,11
"tt21478880",5.2,20
"tt21479520",9.3,7
"tt21479638",9.5,11
"tt21479648",5.6,36
"tt21479848",8.2,5
"tt21480206",6.2,10
"tt21480474",4.8,23
"tt21481210",8.4,3480
"tt21482408",5.8,22
"tt21483304",3.3,69
"tt21483746",9.3,68
"tt21563862",6.6,13
"tt21599230",6.3,31
"tt21599288",4.3,9
"tt21599636",9,49
"tt21600242",7.4,8
"tt21600698",9,58
"tt21600912",7.5,13
"tt21603486",6.8,53
"tt21603732",3.4,20
"tt21603842",8.4,8
"tt21603982",7.4,663
"tt21604676",8.5,13
"tt21604702",6.8,37
"tt21605298",8.7,7
"tt21606344",6.1,331
"tt21607016",8.3,183
"tt21607038",8.9,10
"tt21607858",7,11
"tt21608578",9.2,18
"tt21608762",6.5,250
"tt21609980",9,7
"tt21611376",6.5,248
"tt21611798",8.4,17
"tt21613402",8.5,25
"tt21613984",4.7,32
"tt21614216",7.8,237
"tt21614294",7.3,24
"tt21614430",7.2,7
"tt21614490",7.6,93
"tt21614588",6.2,15
"tt21615584",6.9,19
"tt21617204",5.4,73
"tt21617580",7.5,246
"tt21618204",8.3,16
"tt21618312",8.1,8
"tt21618594",6.6,40
"tt21619030",9.3,10
"tt21620332",6.8,29
"tt21621166",7.6,203
"tt21622396",7.5,73
"tt21624856",7.3,17
"tt21624940",6.6,11
"tt21624968",6.1,22
"tt21627170",6.5,66
"tt21629914",6,40
"tt21630674",7.3,16
"tt21631058",8,845
"tt21631666",9.6,14
"tt21631790",8.8,6
"tt21632612",5.8,25
"tt21632956",7.2,877
"tt21634170",8.8,16
"tt21635686",5.5,8
"tt21636064",7.8,63
"tt21636200",7.9,55
"tt21636214",7.7,628
"tt21638806",6,51
"tt21638870",5.4,21
"tt21643110",5.7,19
"tt21650372",7.6,111
"tt21650832",3.4,175
"tt21652514",8.6,1254
"tt21663658",5.3,59
"tt21689900",4.3,280
"tt21741156",8.8,91
"tt21741256",6.9,40
"tt21741266",7,547
"tt21745906",5.2,5
"tt21746498",9.2,13
"tt21747100",3.2,14
"tt21764074",6.4,760
"tt21764804",6.5,1453
"tt21766660",6.4,35
"tt2177268",6.6,10703
"tt2177461",7.9,56207
"tt21791002",8.9,32
"tt21800798",7.3,9
"tt21802112",4.1,37
"tt21802150",9.3,209
"tt21802396",8,5
"tt21802400",8.6,5
"tt21802794",6.9,47
"tt21803062",7.2,53
"tt21803256",6.5,18
"tt21806978",6,451
"tt21807806",7.4,11
"tt21807980",8,126
"tt21808652",7.3,25
"tt21809008",5.5,9
"tt21810268",7.2,5
"tt21810416",5.9,38
"tt21811062",7.7,2196
"tt21811418",6.6,267
"tt21811438",6.7,26
"tt21811888",6.3,2070
"tt21814268",4,110
"tt21814948",6,396
"tt21817090",7.2,59
"tt21817166",7.7,31
"tt21817446",8.9,16
"tt21817520",7.4,10
"tt21818260",7.7,5375
"tt21818864",4.8,140
"tt21819080",3.7,27
"tt21819828",8.8,157
"tt21820352",6.8,45
"tt21822078",7.6,3219
"tt21822470",8.3,17
"tt21823976",6.3,11
"tt21824196",7.3,44
"tt21825520",3.8,8
"tt21826010",5.8,31
"tt21826168",7.9,8
"tt21826188",9.3,10
"tt21826522",7.7,59
"tt21827042",7.4,791
"tt21828868",7.8,5586
"tt21828974",7.5,73
"tt21830214",5.7,85
"tt21832066",7.6,58
"tt21832348",7.3,61
"tt21833288",9.7,6
"tt21834274",7.9,13
"tt21834800",7.8,12
"tt21835394",5.6,483
"tt21836312",8,7
"tt21838298",8.7,37
"tt21839392",6.8,423
"tt21839414",7.7,112
"tt21839470",7.2,813
"tt21839652",6.3,433
"tt21840164",8.6,9
"tt21840870",6.7,1044
"tt21840894",5.4,722
"tt21840938",6.4,339
"tt21841018",7.5,83
"tt21841200",7.9,264
"tt21843146",6.9,39
"tt21844614",7,332
"tt21844644",7,488
"tt21844706",6.8,235
"tt21845446",6.3,9
"tt21847134",6.3,43
"tt21848892",8,11
"tt21849072",7.1,184
"tt21849150",5.8,14
"tt21849818",7.3,23
"tt21851640",5,201
"tt21852952",5.8,210
"tt21853036",7.2,16
"tt21855780",7.7,15
"tt21856378",7.7,21
"tt21856430",7.5,85
"tt21856734",6,2808
"tt21856826",6.9,93
"tt21857420",3.5,65
"tt21859672",7.3,6
"tt21859754",8.3,35
"tt21861638",6.9,194
"tt21862790",7,24
"tt21866806",8,43
"tt21867228",5.8,229
"tt21867362",6.6,181
"tt21871248",5.9,40
"tt21871384",6.7,47
"tt21872984",7.6,273
"tt21873772",8.7,10
"tt21874026",6.8,249
"tt21874038",7.4,227
"tt21874046",6.8,2281
"tt21874758",8.2,5
"tt21875130",7.9,18
"tt21875418",6.7,197
"tt21875462",7,1284
"tt21876442",7.5,134
"tt21883062",7.5,586
"tt21905458",6.8,21
"tt21905460",8.2,8
"tt21906104",6.7,69
"tt21907496",6.7,60
"tt21908026",6.8,45
"tt21908550",8.1,4652
"tt21908726",7.2,399
"tt21908844",7.6,379
"tt21908876",7.6,16
"tt21911406",5.8,477
"tt21911576",6.8,55
"tt21912036",6.6,115
"tt21915168",8.2,29
"tt21916016",7.7,3569
"tt21916122",6.3,14
"tt21918006",8.8,46
"tt21921116",9.2,6
"tt21921458",5.3,37
"tt21922096",7,33
"tt21922116",2.1,14
"tt21922372",8.1,79
"tt21922446",8.2,19
"tt21922496",7,6
"tt21922614",6.5,14
"tt21924614",6.2,6
"tt21925878",7.5,23
"tt21925978",7.6,123
"tt21927268",8.6,13
"tt21928274",9.8,12
"tt21928702",5.3,30
"tt21929180",7.1,32
"tt21929228",7.7,24
"tt21929358",7.3,448
"tt21929398",6.8,512
"tt21929424",6.9,323
"tt21929436",7.9,70
"tt21931780",8.6,50
"tt21932692",6.8,6
"tt21935310",5.6,301
"tt21935972",7.2,7796
"tt21937956",7.2,47
"tt21939696",5.9,238
"tt21940522",9.9,9
"tt21941078",8.6,5
"tt21941800",7.2,24
"tt21941802",6.2,141
"tt21942488",8.9,24
"tt21942560",6.5,368
"tt21942724",9.1,73
"tt21942776",5.3,198
"tt21942798",6.3,35
"tt21943588",6.2,5
"tt21945280",6.4,27
"tt21945702",5.8,57
"tt21946202",6,6
"tt21952472",8.4,5
"tt21952804",9.1,29
"tt21952942",5.9,12
"tt21953726",9,94
"tt21953788",5.7,67
"tt21955192",6.4,9
"tt21955890",8.5,6
"tt21959274",8.4,20
"tt21960214",6.8,434
"tt21962510",6.2,69
"tt21964626",7,2492
"tt21969010",5.8,21
"tt21969440",7.6,10
"tt21969948",6.1,103
"tt21970634",8.2,16
"tt21970798",8.9,29
"tt21970844",7.3,29
"tt21971750",9.1,21
"tt21972406",8.2,6
"tt21972946",4.1,22
"tt21975856",5.2,5
"tt21975878",7.2,5
"tt21977358",8.9,8
"tt2197822",7.8,140
"tt21979552",5.4,5
"tt21979642",6.6,26
"tt21981926",3.9,9
"tt21982376",5,86
"tt21982558",5.5,37
"tt21983046",5.1,52
"tt21988062",6.1,35
"tt2198870",3.2,773
"tt21989930",6.6,45
"tt21990076",8.6,227
"tt21990768",6.8,87
"tt21991034",6.4,151
"tt21991254",7.6,1904
"tt21993228",7.1,151
"tt21994018",7.5,6
"tt21994444",9.4,58
"tt21995804",7.6,72
"tt21995808",8.3,11
"tt21996002",8.7,8
"tt21996840",9.1,272
"tt21997390",6.9,9
"tt21997934",6,5
"tt21998588",6,269
"tt22000632",8,19
"tt22000734",8.6,9
"tt22001360",9,86
"tt22001792",6.9,388
"tt22002370",6.5,1388
"tt22002472",4.9,24
"tt22002590",3.4,8
"tt22003244",6.7,125
"tt22003362",6.9,635
"tt22004694",9.4,8
"tt22007878",6.4,131
"tt22007882",6.1,7
"tt22008216",6.3,729
"tt22009438",9,10
"tt22010046",7.1,122
"tt22012292",7.6,10
"tt22012456",5.6,127
"tt22013036",6.5,78
"tt22014102",8.5,13
"tt22014226",8.2,45212
"tt22014440",7.4,12
"tt22015296",9,17
"tt22015488",7.5,1058
"tt22015782",6.6,1690
"tt22021568",8.7,16
"tt22022560",7.3,437
"tt22025926",6.7,13
"tt22027080",5.1,201
"tt22028752",8.6,7
"tt22029170",6.7,49
"tt22030306",6.4,505
"tt22031960",6.8,6
"tt22033426",5.8,11
"tt22033566",8.8,14
"tt22034390",8.1,15
"tt22034586",6.9,10
"tt22034840",6,8
"tt22035780",9.8,12
"tt22036316",9.2,8
"tt22036840",8.4,249
"tt22036846",7.1,44
"tt22036944",8.3,451
"tt22037002",7.2,90
"tt22037042",6.3,320
"tt22037116",5.6,17
"tt22037280",7.6,5
"tt22037876",7.2,120
"tt22040158",7.4,5
"tt22042140",5.4,121
"tt22042154",7.7,297
"tt22044324",7.8,29
"tt22044970",5.7,16
"tt22045466",7.2,12
"tt22045768",7.6,1114
"tt22046956",8.4,9
"tt22049388",8.4,10
"tt22050046",7.4,27
