"tconst","averageRating","numVotes"
"tt13735774",1.2,125
"tt13735788",4.6,14
"tt13736352",5.6,33
"tt13736632",5.6,16
"tt13740100",8.6,6
"tt13740878",8.4,31
"tt13742972",8.5,7
"tt13743214",7,30
"tt13743666",7.5,25
"tt13743822",6.9,1217
"tt13743918",5.2,7
"tt13744132",4.2,9
"tt13744304",8.6,7
"tt13745576",2.5,29
"tt13745588",5.6,52
"tt13745606",4.9,33
"tt13745684",5.4,15
"tt13745850",6.5,10263
"tt13747752",7.4,18
"tt13748376",6.7,902
"tt13748440",4.6,24
"tt13748482",2.5,19
"tt13749554",6.9,72
"tt13750872",4.6,25
"tt13750932",8.4,77
"tt13751472",7.6,1947
"tt13751478",1.8,180
"tt13751550",7.4,5
"tt13751816",6.9,23
"tt13751978",7.1,9
"tt13752206",6.8,177
"tt13752286",8.5,12
"tt13752928",6.6,479
"tt13753866",6.4,65
"tt13754174",5.2,93
"tt13756156",6.1,15
"tt13758670",6.7,1064
"tt13759970",8,4304
"tt13760268",8,136
"tt13760324",7,24
"tt13760368",7.3,21
"tt13760386",7.2,388
"tt13760402",5.7,10
"tt13760494",7.5,425
"tt13760838",6.2,11
"tt13760850",6.9,104
"tt13760942",4.7,21
"tt13761272",5.1,236
"tt13761528",4,6
"tt13761658",6.1,4409
"tt13761678",6.7,39
"tt13763690",4,264
"tt13763798",6.8,6
"tt13764606",7.4,7
"tt13765230",9.6,19
"tt13766114",4.4,94
"tt13766812",9.7,7
"tt13766822",4.8,12
"tt13766922",6.7,23
"tt13767532",6.4,9
"tt13767550",4.7,1516
"tt13767586",5.8,10
"tt13770506",6.6,7
"tt13771814",7.2,30
"tt13773908",7.8,329
"tt13773990",9,9
"tt13774212",9.6,8
"tt13774366",8.5,57
"tt13774368",4.6,7
"tt13774526",7.4,2969
"tt13775386",7.7,6
"tt13776460",7.6,1172
"tt13777028",7.7,3662
"tt13777138",7.7,303
"tt13778832",6.9,222
"tt13779268",8.1,7
"tt13779362",5.8,37
"tt13779496",8.6,61
"tt13780080",5.6,29
"tt13780778",5.5,90
"tt13781500",3.8,29
"tt13781918",7.1,62
"tt13782064",5.4,26
"tt13782224",2.2,211
"tt13782250",7.5,393
"tt13782572",6.6,22
"tt13783798",8.2,28
"tt13784584",6.3,5078
"tt13784818",7,9
"tt13785442",9,9
"tt13785792",7.8,12
"tt13786758",7.7,12
"tt13786766",5.1,28
"tt13786800",9.7,19
"tt13787204",6.2,7
"tt13787288",5.6,87
"tt13787342",6.3,56
"tt13787460",8.5,16
"tt13787776",6,13
"tt13787844",7.5,54
"tt13788206",7.4,33
"tt13788244",8,30
"tt13788320",8.4,45
"tt13788764",8.1,1853
"tt13788874",7.7,66
"tt13788916",7.7,19
"tt13789088",2.1,140
"tt13789092",6.7,2330
"tt13790652",6.9,4380
"tt1379164",6.3,334
"tt13793360",6.3,197
"tt13793396",8.6,34
"tt13793502",6.7,852
"tt13794010",7.5,30
"tt13794470",6.8,10
"tt13795144",6.6,70
"tt13795432",8.2,385
"tt13796016",5,6
"tt13796420",6.8,22
"tt13796528",7.3,16
"tt13796892",9.1,25
"tt13798316",5.9,3645
"tt13798390",7.2,10
"tt13799306",8.2,12
"tt13799316",6.2,12
"tt13799664",7.9,7
"tt13799988",6.7,27
"tt13800178",7,30
"tt13800344",7,121
"tt13801168",6.6,6
"tt13801264",7.7,75
"tt13801590",8.4,11
"tt13801666",5.6,16
"tt13801780",8.3,18
"tt13801852",8.9,30
"tt13801860",3.7,95
"tt13801874",8,10
"tt13801892",7.6,14
"tt13801946",9.5,16
"tt13802360",7.4,101
"tt13802576",7.4,21758
"tt13802728",5.4,61
"tt13802934",4.5,8
"tt13804634",9.3,7
"tt13805668",6.7,26
"tt13806774",6.4,11
"tt13806782",7.1,9
"tt13807478",7.2,30
"tt13807542",6,44
"tt13807990",9.2,25
"tt13808058",9.8,10
"tt13808184",9.4,9
"tt13808336",8.2,8
"tt13808352",7.4,9
"tt13809302",8.9,11
"tt13809880",8.3,83
"tt13812290",7.4,206
"tt13814356",5.1,165
"tt13814470",7,548
"tt13814512",6.5,12
"tt13814546",6.7,47
"tt13814548",9,6
"tt13814840",6.8,571
"tt13815130",6.4,58
"tt13819192",6.4,36
"tt13819228",8.2,8
"tt13819950",4.9,33
"tt13819960",5.7,30555
"tt13820128",6.6,324
"tt13820498",7.8,5210
"tt13820950",8.4,9
"tt13821084",9,6
"tt13821102",8.8,36
"tt13821126",6.1,5328
"tt13821526",8.1,77
"tt13822610",9.8,7
"tt13823836",7.6,7
"tt13825988",7.2,6
"tt13826868",8.5,7
"tt13827936",8.7,30
"tt13828422",8.5,68
"tt13828460",9.5,153
"tt13828462",6.6,14
"tt13829184",8,1099
"tt13830318",7.8,128
"tt13830350",7.1,17
"tt13830390",7.1,71
"tt13830544",7,57
"tt13831266",6.2,1487
"tt13831528",9,10
"tt13832788",6.3,55
"tt13832890",7,6
"tt13832946",5.3,349
"tt13833752",6.4,113
"tt13833756",8.4,306
"tt13833958",9.2,220
"tt13833978",7.7,42201
"tt13834838",7.1,333
"tt13835260",7.5,40
"tt13836312",8,52
"tt13836352",7.3,57
"tt13836422",5.7,59
"tt13836524",8.8,64
"tt13836542",6.9,15
"tt13838492",8.3,6
"tt13839098",7,1107
"tt13839300",9.7,25
"tt13839438",7.2,67
"tt13839466",5.9,16
"tt13839898",7.8,8
"tt13840232",7.1,170
"tt13842154",7.5,15
"tt13842442",6.9,36
"tt13844214",5.1,272
"tt13845484",8.8,109
"tt13845586",7.3,13
"tt13846080",8.2,185
"tt13846108",4.5,203
"tt13846298",7.3,125
"tt13846404",8,23
"tt13847564",8.4,15220
"tt13847690",6.3,470
"tt13847742",7.2,34
"tt13847744",5.9,671
"tt13847924",5.2,343
"tt13848380",7.2,370
"tt13848536",6.9,35
"tt13848542",7.6,5
"tt13849026",9.4,6
"tt13849664",5,57
"tt13850522",5.3,77
"tt13850952",7.5,4113
"tt13851804",4,10270
"tt13851952",7.4,326
"tt13851958",8,3647
"tt13852590",8.3,6
"tt13852906",3.9,214
"tt13853152",8.9,2463
"tt13853350",4.9,16
"tt13853360",7.7,8
"tt13853504",7.3,84
"tt13853904",5.9,7
"tt13854248",9.1,10164
"tt13855446",6.8,7
"tt13855762",7,54
"tt13855868",6.3,63
"tt13856702",6.3,10
"tt13856758",6.5,83
"tt13856804",6.2,341
"tt13856832",5.8,103
"tt13857476",8.3,1752
"tt13857818",5.8,43
"tt13858416",5.7,228
"tt13858680",6.9,11
"tt13858852",7.8,27
"tt13859350",8,7
"tt13859382",7.5,163
"tt13859642",6.6,31
"tt13859678",6.5,28
"tt13859788",8.8,12
"tt13860124",7.1,64
"tt13860798",9.6,6
"tt13861620",5.8,6693
"tt13861788",2.7,408
"tt13862962",7.3,10
"tt13866252",9.1,24
"tt13866548",4.1,23
"tt13867142",7.7,6
"tt13867312",7.2,46
"tt13868474",8.7,16
"tt13868972",8.9,15968
"tt13869088",9,10
"tt13869388",8.2,18
"tt13870160",9,144
"tt13870312",6,134
"tt13870732",6.9,135
"tt13871228",3.6,13
"tt13871700",4.3,130
"tt13871784",5.2,30
"tt13872302",8.1,21
"tt13872472",6.4,26
"tt13872480",7.3,1829
"tt13873204",8.6,237
"tt13873372",8.9,61
"tt13873390",7.3,66
"tt13873952",8.8,26
"tt13875400",7.8,15
"tt13875508",8.4,70
"tt13876576",8.2,6
"tt13876842",6.5,147
"tt13877296",8.7,7
"tt13878028",6.2,32
"tt13878268",6.8,7
"tt13878410",7.8,11
"tt13878800",5.1,782
"tt13879466",6.6,13350
"tt13879658",7.2,36
"tt13879674",5.1,16
"tt13879806",8.6,32
"tt13879890",6.3,15
"tt13879912",4.3,32
"tt13879990",7.1,212
"tt13880128",5.9,121
"tt13880380",8.2,5
"tt13880448",6.8,310
"tt13884016",7.3,63
"tt13884052",5.9,1045
"tt13884434",5.3,6
"tt13885272",7.1,400
"tt13885280",7.3,661
"tt13885302",8.7,2684
"tt13885336",8,2644
"tt13885376",6.1,503
"tt13885398",8.1,24
"tt13885402",9.2,13
"tt13885420",6.8,5
"tt13885542",6.2,25
"tt13885688",7.5,6
"tt13886182",6.8,23
"tt13886242",8.2,80
"tt13886338",8,135
"tt13886394",5.2,15
"tt13887518",4.7,367
"tt13888724",8.2,17
"tt13890060",2.7,1663
"tt13890486",6.8,44
"tt13891272",8.1,127
"tt13891300",5.5,95
"tt13891702",8,290
"tt13891870",6.8,387
"tt13893390",6.2,93
"tt13893714",5.6,10
"tt13893796",8.7,11
"tt13894064",7.7,26
"tt13896138",7.1,58
"tt13896328",7.5,31
"tt13897244",8,22
"tt13897634",9.3,66
"tt13898130",6.1,76
"tt13898894",8,6
"tt13899566",8.3,16665
"tt13899680",7.9,500
"tt13899704",8.4,9
"tt13900082",8.2,9
"tt13901708",4.4,154
"tt13901986",6.9,87
"tt13902918",9.8,5
"tt13904654",6.8,6
"tt13905778",6.2,702
"tt13906272",8.3,531
"tt13906576",7.7,8
"tt13906904",7.8,11
"tt13906912",7.6,43
"tt13907172",7.6,11
"tt13907210",4.6,12
"tt13911284",8.5,4106
"tt13912584",5.7,26
"tt13913312",5.8,7
"tt13913768",5.2,269
"tt13914112",1.2,156
"tt13914146",7.6,374
"tt13915848",7.3,111
"tt13915876",6.9,73
"tt13916374",7.2,6
"tt13918244",6.9,26
"tt13918642",1.4,123
"tt13918720",8.3,7
"tt13918776",7.5,83486
"tt13919562",7.2,41
"tt13919576",7.5,17
"tt13919684",8.8,67
"tt13920422",8,29
"tt13920452",5.3,36
"tt13920610",5.1,10
"tt13921170",4.3,832
"tt13921468",6.5,142
"tt13923092",6,1386
"tt13923096",5,2225
"tt13923128",7.3,78
"tt13923144",5.8,286
"tt13923662",7.5,10
"tt13923836",8.2,6
"tt13925142",7.7,2507
"tt13925166",6.5,2266
"tt13925794",9.4,7
"tt13926340",7,76
"tt13926382",7.9,37
"tt13926902",8.6,37
"tt13927240",9.8,5
"tt13927984",8.9,9
"tt13928294",7.5,254
"tt13929108",9.3,27
"tt13929756",6.7,810
"tt13929916",7.5,3356
"tt13930174",8.7,7
"tt13931854",8.6,7
"tt13932420",1.3,169
"tt13932598",6.6,957
"tt13937460",6.9,43
"tt13937750",7.2,21
"tt13937900",5.4,190
"tt13937912",7.5,1867
"tt13938328",6.8,192
"tt13938598",6.6,37
"tt13938682",7.3,74
"tt13938714",7.6,12
"tt13939186",7,8
"tt13939460",4.8,7
"tt13940006",6.9,68
"tt13940632",7.7,108
"tt13942924",7.9,38
"tt13943462",6.6,709
"tt13943614",8.2,23
"tt13944138",7.1,3930
"tt13944898",8.5,11
"tt13945046",4.5,46
"tt13945156",9.1,112
"tt13945414",9.2,108
"tt13948194",8.7,12
"tt13949854",5.7,13
"tt13950188",7.4,5
"tt13950332",7.1,406
"tt13951652",8.6,36
"tt13951868",6.6,295
"tt13952664",8.9,16
"tt13953182",7.8,39
"tt13953504",5,30
"tt13954572",7.8,12
"tt13956452",6.2,442
"tt13956466",7.1,872
"tt13956560",6.4,2178
"tt13956724",7.5,258
"tt13956824",9.5,35
"tt13957038",7.7,282
"tt13958942",6.8,156
"tt13958982",7.1,47
"tt13959572",7.8,12
"tt13959642",6.9,70
"tt13959726",7,6
"tt13959748",6.8,71
"tt13960350",7.2,5
"tt13960384",7,23
"tt13961306",5.4,12
"tt13961348",7.3,1731
"tt1396212",6.8,507
"tt13962606",7.4,7
"tt13963366",7.4,18
"tt13963648",5.8,18
"tt13963838",6.9,9
"tt13964058",4.6,8
"tt13964210",9.5,38
"tt13965716",5.6,25
"tt13966438",8,15
"tt13967834",6.6,49
"tt13968362",7.8,39
"tt13968792",6.3,3524
"tt13971004",7.2,16
"tt13971160",7.6,18
"tt13971374",8.9,633
"tt13971512",7.2,642
"tt13972228",7.6,108
"tt13972240",7.4,122
"tt13972244",8,44
"tt13972272",8,159
"tt13972358",7.8,27
"tt13972714",7.3,8
"tt13972932",4.5,7
"tt13973100",6.9,193
"tt13973476",6.6,5
"tt13974440",8.3,34
"tt13974594",7.3,6
"tt13974614",8.2,7
"tt13974898",8.7,45
"tt13974928",6.2,11
"tt13975422",5.2,146
"tt13976668",2.8,222
"tt13976848",9.2,25
"tt13977028",8.3,8
"tt13977288",7.5,289
"tt13977334",8.5,40
"tt13977664",9.5,8
"tt13977720",3,9
"tt13978768",4.7,9
"tt13978792",8.2,40
"tt13978840",6.8,95
"tt13979288",6.3,359
"tt13980362",6.9,3830
"tt13981398",6.5,30
"tt13983614",9.2,34
"tt13983670",7,491
"tt13984000",6,146
"tt13984562",2.1,146
"tt13985268",6.8,27
"tt13985288",8.6,16
"tt13985984",5.6,12
"tt13986276",6.1,281
"tt13987842",8.8,5
"tt13988936",6.9,20
"tt13989374",4.2,49
"tt13989548",5.4,9
"tt1399045",5.4,22261
"tt13990474",6,394
"tt13991878",6.6,12
"tt13992064",6.8,21
"tt13993424",6.5,13
"tt13993602",7.4,16
"tt13994572",7.4,7804
"tt13994872",4.4,4462
"tt13995300",8.7,8
"tt1399664",8,96151
"tt13997292",9,371
"tt13997366",8,7
"tt13998320",7,24
"tt13998708",8.7,18
"tt14004398",8.6,89
"tt14004708",6.9,12
"tt14009850",7,140
"tt14010168",6.9,1793
"tt14010212",8.1,1187
"tt14011802",7.6,16
"tt14011910",7.1,55
"tt14011912",8.4,9
"tt14012880",9.1,10
"tt14013156",4.5,11
"tt14014086",5.5,1316
"tt14014144",6.6,121
"tt14015304",6.6,46
"tt14016298",9.1,34
"tt14016500",7.4,24921
"tt14016762",9.6,14
"tt14017408",9.3,14
"tt14017770",6.6,38
"tt14017966",7.7,84
"tt14018576",8.5,58
"tt14018780",7.4,84
"tt14019016",7.1,1285
"tt14021350",7.3,96
"tt14021638",7.5,54
"tt14021760",9.5,24
"tt14021782",9.4,21
"tt14021890",6.6,848
"tt14022124",9.2,30
"tt14022350",7.7,5781
"tt14022728",8.2,1958
"tt14022804",6.7,6
"tt14022814",6.1,295
"tt14022916",7.8,41
"tt14023000",6,33
"tt14023192",7.7,1516
"tt14023304",6.1,97
"tt14023406",9,21
"tt14023588",6.2,10
"tt14024714",3.1,163
"tt14024930",9.2,11
"tt14025322",8,186
"tt14025498",7.4,5
"tt14025544",6.7,1051
"tt14025554",7,7
"tt14026156",9.1,75
"tt14026616",9.1,11
"tt14026618",7,59
"tt14028084",9.1,10
"tt14028208",6.7,776
"tt14030862",7.8,42
"tt14031000",6.5,121
"tt14032032",6.9,14
"tt14032106",4.4,263
"tt14032126",6.8,402
"tt14032296",8.1,18
"tt14032742",7.8,49
"tt14032992",6.1,115
"tt14033052",9.2,6
"tt14033154",7.1,174
"tt14033328",8,57
"tt14033496",7.1,888
"tt14035218",7.6,547
"tt14035344",7.4,7
"tt14035430",7,9
"tt14036516",8.5,58
"tt14036600",7.6,187
"tt14036932",7.8,14
"tt14037006",8.1,11
"tt14037358",6.4,40
"tt14037476",5.5,16
"tt14037542",5.3,472
"tt14037690",8.5,294
"tt14037704",5.8,6
"tt14037830",6.1,211
"tt14037838",8.4,24
"tt14038042",7,7
"tt14038512",7.6,9
"tt14038876",9.6,8
"tt14039118",8,16
"tt14039192",7.7,7
"tt14039388",8.9,9
"tt14039404",7.9,74
"tt14040004",7.2,385
"tt14040062",8.1,10
"tt14040910",6.5,1932
"tt14042356",7.2,94
"tt14042880",8.1,9
"tt14043128",6.8,20
"tt14043298",7.9,9
"tt14043472",6.9,15
"tt14043600",5.6,44
"tt14043628",5.7,107
"tt14043686",7.2,10
"tt14043930",7.6,306
"tt14043964",7.4,5
"tt14044824",6.2,20
"tt14044958",8.5,13
"tt14044964",8.3,75
"tt14045014",6.4,7
"tt14045030",7.3,662
"tt14045038",7.1,380
"tt14045186",8.7,10
"tt14045386",8.8,9
"tt14045468",2,182
"tt14045562",6.6,875
"tt14045760",7.4,17
"tt14045852",7.2,8
"tt14046022",4.1,904
"tt14046096",6.7,27
"tt14046544",7.6,9
"tt14047270",9.3,15
"tt14049150",9,21
"tt14049262",6.9,138
"tt14051022",2.6,5
"tt14051864",8,63
"tt14051954",9.4,6
"tt14052316",7.5,23
"tt14055348",7.6,9
"tt14055540",6.2,9
"tt14055672",6.7,12
"tt14055674",5.2,47
"tt14055798",7.2,199
"tt14056262",7.2,38
"tt14056634",7.3,7
"tt14056704",10,8
"tt14057296",9.8,7
"tt14057342",7.3,62
"tt14057360",6.6,3175
"tt14060508",7.9,62
"tt14060708",7.3,1189
"tt14061530",3.1,18
"tt14061728",7.2,8
"tt14061838",7.3,2603
"tt14062672",8,113
"tt14063302",6.4,28
"tt14063408",6.5,12
"tt14063678",7.4,4535
"tt14063744",4.4,21
"tt14065070",9.5,37
"tt14067750",8.5,85
"tt14067766",6.2,6
"tt14068054",3,84
"tt14068416",6.8,13
"tt14068428",5.3,193
"tt14068812",7.6,53
"tt14068950",8.8,5
"tt14069590",7.8,20586
"tt14070666",6.9,77
"tt14070866",7.3,15
"tt14071518",2.6,112
"tt14071776",7.2,37
"tt14071780",7.5,6
"tt14072300",7.5,93
"tt14073254",6.6,317
"tt14075260",7,136
"tt14075308",6.7,68
"tt14075320",9,437
"tt14076480",8,22
"tt14077008",6.5,139
"tt14077264",6.4,35
"tt14078186",6.3,799
"tt14078354",8.1,67
"tt14080046",10,8
"tt14081208",6.5,137
"tt14081344",6.2,21
"tt14082716",7.2,48
"tt14084266",8.2,12
"tt14084828",4.4,891
"tt14085934",7.6,32
"tt14086140",8,11
"tt14086184",6.8,5
"tt14086344",7.4,1292
"tt14087400",8.6,10
"tt14088242",5,32
"tt14088994",6.4,1302
"tt14089442",6.5,11
"tt14090122",6,18
"tt14090166",7.1,25
"tt14090514",8.6,24
"tt14090558",8,10
"tt14091634",6.5,108
"tt14091662",6.4,6
"tt14091684",5.7,27
"tt14091696",6.7,101
"tt14091740",7.2,12
"tt14091804",4.2,12
"tt14092120",8.7,51
"tt14092152",5.7,21
"tt14093002",6.2,14
"tt14094206",7.9,2846
"tt14094280",6.7,6
"tt14094534",8.2,7
"tt14095470",6.6,32
"tt14095548",8.6,58
"tt14096170",4.8,16
"tt14096738",8.2,675
"tt14097524",6.7,9
"tt14097766",7.2,13
"tt14098718",5.2,6
"tt14100672",8,99
"tt14100986",5.1,15
"tt14101920",9,10
"tt14103556",6.2,29
"tt14104222",6.2,106
"tt14104414",7.6,49
"tt14105352",7.2,21
"tt14107656",5.4,1365
"tt14109214",7.3,12
"tt14111082",7.8,10
"tt14111398",7.4,24
"tt14111530",7.8,34
"tt14111692",9,5
"tt14111834",5.1,3008
"tt14112170",8.9,103
"tt14112574",8.3,31
"tt14112742",7.4,58
"tt14113198",7.3,628
"tt14113346",7.5,56
"tt14113482",6.3,171
"tt14113640",9.9,517
"tt14113682",7,50
"tt14113692",2.7,55
"tt14113840",6.7,137
"tt14113984",8.1,14
"tt14114330",8.8,51
"tt14114588",6.6,92
"tt14115912",7.7,2953
"tt14115938",7.9,3099
"tt14116828",3.4,36
"tt14117358",5.6,12
"tt14117362",4.2,36
"tt14117438",8.2,60
"tt14118056",6.4,167
"tt14118188",6.7,221
"tt14119962",9,10
"tt14120728",8.7,10
"tt14120830",8.4,66
"tt14122476",8.4,11
"tt14122638",7.6,63
"tt14123856",7.3,82
"tt14124502",7.3,28
"tt14125350",9.3,44
"tt14125784",5.9,22
"tt14126234",8.1,2396
"tt14127684",7.9,38
"tt14127760",6.6,40
"tt14128792",7.4,45
"tt14129378",7.2,3104
"tt14129388",6.9,635
"tt14129418",5.8,2122
"tt14129576",7,64
"tt14129676",6.6,12
"tt14129826",7.4,23
"tt14130026",6.5,156
"tt14130104",6.4,927
"tt14131002",6.7,46
"tt14131062",7.4,26
"tt14132176",7.2,105
"tt14133124",9,10
"tt14134068",1.1,8
"tt14134264",7.5,23
"tt14134334",5.9,370
"tt14134436",7.1,86
"tt14134550",8.4,4922
"tt14134920",6.1,20
"tt14135990",7.1,33
"tt14136038",6.9,7
"tt14136054",8.4,30
"tt14136320",6,88
"tt14136452",8.4,3879
"tt14136642",7.7,2253
"tt14136806",7.1,884
"tt14137220",6.6,25
"tt14137392",8.1,1432
"tt14138656",7.4,531
"tt14138806",7.6,34
"tt14139100",6,63
"tt14140886",7.5,4479
"tt14141642",9.8,5
"tt14141684",6,217
"tt14141944",6.1,15
"tt14142144",5.5,201
"tt14143348",8,10
"tt14143396",6.2,47
"tt14143506",7.7,21
"tt14144236",7.4,5
"tt14144308",9,1134
"tt14144398",7.8,5
"tt14144732",3.9,22
"tt14144758",6.6,155
"tt14145584",1.9,10
"tt14145690",9.8,5
"tt14146904",6.3,30
"tt14147010",7.6,8
"tt14147228",7,39
"tt14147790",7.1,9
"tt14148236",4.4,19
"tt14149424",5.8,259
"tt14149742",8.4,10
"tt14150086",5.5,39
"tt14150974",8.7,8
"tt14151334",7,15
"tt14151612",6.9,42
"tt14152850",8,21
"tt14153438",5.4,153
"tt14153686",6.5,6788
"tt14153790",1.6,73807
"tt14153878",6,116
"tt14154128",9.2,12
"tt14155414",6.9,1295
"tt14155746",7.4,2881
"tt14155774",7.4,8
"tt14155890",5.9,199
"tt14155940",7.9,61
"tt14155942",6.7,30
"tt14155964",6.7,7
"tt14156204",8.7,61
"tt14156582",7.7,20
"tt14156608",5.7,91
"tt14156640",4.8,20
"tt14156680",8.6,22
"tt14156722",5.1,10
"tt14157004",8.9,12
"tt14157366",9.8,5
"tt14157444",9,30
"tt14160244",5,9
"tt14160392",6.8,197
"tt14160660",7.1,9189
"tt14160684",7.1,5462
"tt14160712",7,8328
"tt14160886",5.2,30
"tt14161138",9.6,36
"tt14161704",5.7,2977
"tt14161736",5,205
"tt14161992",8.1,7
"tt14162044",8.6,8
"tt14162588",4.5,249
"tt14162754",8.7,19
"tt14162810",6.7,7
"tt14163286",8.2,5
"tt14163838",6.5,1651
"tt14163962",6.3,37
"tt14164238",5.3,641
"tt14164348",7.4,21
"tt14164808",7,10
"tt14166656",6.9,2084
"tt14166666",8.4,1762
"tt14167114",6.1,110
"tt14167338",7.9,8014
"tt14167344",7.8,10082
"tt14167428",4.8,1613
"tt14167764",4.6,31
"tt14167852",7.9,48
"tt14168142",1.7,8
"tt14168162",8.5,20635
"tt14168868",6.9,135
"tt14168872",7.1,27
"tt14168944",6,9
"tt14169628",7,6
"tt14169636",1.8,9
"tt14169684",8.6,16
"tt14169770",8.3,3281
"tt14169816",7.4,796
"tt14169850",7,427
"tt14169862",8.3,42
"tt14169908",8.2,8
"tt14169960",7.5,57268
"tt14170016",8.2,2687
"tt14170268",2.6,57
"tt14170710",7.5,101
"tt14173018",4.5,85
"tt14173900",4.3,125
"tt14175374",6.2,61
"tt14175446",6.4,128
"tt14177208",6.4,116
"tt14177306",6,108
"tt14177866",8.5,7
"tt14178824",6,2485
"tt14178956",7.1,1121
"tt14180156",5.3,103
"tt14180740",6.6,58
"tt14180772",6.7,22
"tt14180844",7.3,21
"tt14180888",6.8,16
"tt14181082",6.7,8
"tt14181884",5.1,42
"tt14182442",5.5,1512
"tt14182842",6.9,607
"tt14183034",9.4,11
"tt14183052",7.3,3068
"tt14183290",5.8,762
"tt14183314",7.1,321
"tt14183324",5,359
"tt14183328",4.2,88
"tt14184678",5.1,33
"tt14187728",7,877
"tt14187978",8.2,6
"tt14188230",5.6,48
"tt14188902",7,7
"tt14189574",3.9,16
"tt14190310",8.4,9
"tt14190592",7.1,4720
"tt14190708",5.5,60
"tt14190888",8.3,29
"tt14191962",5.2,37
"tt14192008",4.4,18
"tt14192040",5.8,1871
"tt14192050",3.6,14
"tt14192428",5.5,2794
"tt14193784",4.6,24
"tt14193896",8.1,1179
"tt14194132",7.1,481
"tt14194166",3.3,13
"tt14194294",8.5,21
"tt14195448",8.4,19
"tt14195764",7.9,16
"tt14196410",8.1,364
"tt14196552",4.8,41
"tt14198098",4.3,21
"tt14199014",5.4,8
"tt14199566",4.4,51
"tt14200772",2,5
"tt14201014",8.3,75
"tt14201334",7.2,428
"tt14202282",5.8,332
"tt14202290",6.1,19
"tt14202440",7.7,21
"tt14202476",6.8,113
"tt14202548",6.9,15
"tt14202738",8.1,513
"tt14202770",8.7,20
"tt14203530",5.8,53
"tt14203886",7.9,19
"tt14205782",5.8,6
"tt14206696",7.7,1069
"tt14206996",6.3,73
"tt14207342",7.4,17
"tt14207678",7.8,1328
"tt14209002",9,5
"tt14209662",9.3,7
"tt14210424",5.2,103
"tt14211656",9.1,11
"tt14211984",6.4,15
"tt14212652",6.5,10
"tt14213166",8.1,79
"tt14213280",7.9,9
"tt14213888",5.7,85
"tt14214528",7.1,45
"tt14214530",6.7,32
"tt14214796",7.2,36
"tt14214802",7.1,32
"tt14214952",4.7,575
"tt14215506",7.3,222
"tt14215588",9.2,12
"tt14215860",7.8,7
"tt14216634",7.2,13
"tt14218314",5.6,8
"tt14218674",6.6,7765
"tt14218776",5.7,566
"tt14218830",8.2,27043
"tt14220586",8.9,14
"tt14220884",7.6,5
"tt14221364",8.4,10
"tt14221660",7.6,9
"tt14222454",7.7,162
"tt14222870",7.4,46
"tt14223138",6.4,43
"tt14223310",7.6,1215
"tt14224708",7.3,15
"tt14225290",2.8,50
"tt14227206",8.7,29
"tt14227336",6,23
"tt14227400",6.6,17
"tt14227436",4.9,26
"tt14229282",7.3,106
"tt14229304",7.6,27
"tt14229490",8.5,627
"tt14229810",5,7
"tt14230710",2.6,61
"tt14230724",6.9,18
"tt14230744",6.5,14
"tt14230834",3.3,6
"tt14231044",5,6
"tt14232200",8.1,31
"tt14232598",8.2,51
"tt14234016",7.9,490
"tt14235464",5.5,121
"tt14236118",7.1,159
"tt14236158",6.7,15
"tt14236172",7.4,43
"tt14236190",8.2,18
"tt14236200",8,250
"tt14236206",6.8,6
"tt14236436",7.1,109
"tt14236964",7.1,118
"tt14237500",7.6,5
"tt14238838",7.8,229
"tt14239088",5.9,187
"tt14239684",6.9,78
"tt14240210",4,7
"tt14240568",5.8,2091
"tt14241412",7.2,50
"tt14241496",6.7,261
"tt14243086",7.1,1574
"tt14243942",1.6,31
"tt14245530",7.6,19
"tt14245846",6.6,3792
"tt14246734",9.2,11
"tt14246978",6.2,5
"tt14250052",2.9,343
"tt14250874",7.3,58
"tt14251152",6.5,123
"tt14252268",7.8,9
"tt14252604",8.4,11
"tt14253638",5.9,195
"tt14254752",7.5,125
"tt14255042",6.2,128
"tt14255264",2,11
"tt14256072",7.9,9
"tt14256490",8.1,110
"tt14257126",8.2,558
"tt14260676",8,204
"tt14260946",6,22
"tt14261264",6.6,8209
"tt14263172",6.9,120
"tt14263178",7.4,45
"tt14263256",4.5,35
"tt14264160",6.7,345
"tt14264200",5.6,47
"tt14264348",5.3,7
"tt14265894",5.7,175
"tt14266302",8.7,16
"tt14266642",3.4,44
"tt14266694",9,9
"tt14266846",7.9,12
"tt14266854",5.3,21
"tt14267660",6.4,111
"tt14268520",6.8,23
"tt14268576",6.4,8
"tt14269590",7.9,34486
"tt14270486",7.7,20
"tt14270630",5.8,425
"tt14270850",8.9,16
"tt14270856",6.8,158
"tt14270884",6.1,158
"tt14270888",5.7,9
"tt14271260",9.6,12
"tt14271498",6.7,9301
"tt14271652",7.7,4935
"tt14271876",5.7,225
"tt14271890",7.2,2074
"tt14271900",6.3,9
"tt14271984",5.8,25
"tt14272380",9.2,5
"tt14272584",8,563
"tt14272628",7.1,2903
"tt14272704",6.6,226
"tt14273438",9.1,12
"tt14273790",5.8,11419
"tt14273900",6.6,40
"tt14275502",6.6,25
"tt14277918",5.2,9
"tt14278524",5,981
"tt14278694",2.5,15
"tt14278890",7.6,67
"tt14283008",6.4,113
"tt14287638",5.1,68
"tt14288106",9.1,15
"tt14288254",7.2,14
"tt14288610",8.5,32
